,title,rating,name,num_ratings,num_reviews,num_followers,synopsis
15,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3.86,Erik Larson,"187,392","15,681",64.2k,"The time is 1933, the place, Berlin, when William E. Dodd becomes America's first ambassador to Hitler's Germany in a year that proved to be a turning point in history.
A mild-mannered professor from Chicago, Dodd brings along his wife, son, and flamboyant daughter, Martha. At first Martha is entranced by the parties and pomp, and the handsome young men of the Third Reich with their infectious enthusiasm for restoring Germany to a position of world prominence. Enamored of the New Germany, she has one affair after another, including with the surprisingly honorable first chief of the Gestapo, Rudolf Diels. But as evidence of Jewish persecution mounts, confirmed by chilling first-person testimony, her father telegraphs his concerns to a largely indifferent State Department back home. Dodd watches with alarm as Jews are attacked, the press is censored, and drafts of frightening new laws begin to circulate. As that first year unfolds and the shadows deepen, the Dodds experience days full of excitement, intrigue, romance and ultimately, horror, when a climactic spasm of violence and murder reveals Hitler's true character and ruthless ambition.
Suffused with the tense atmosphere of the period, and with unforgettable portraits of the bizarre Goring and the expectedly charming—yet wholly sinister—Goebbels, In the Garden of Beasts lends a stunning, eyewitness perspective on events as they unfold in real time, revealing an era of surprising nuance and complexity. The result is a dazzling, addictively readable work that speaks volumes about why the world did not recognize the grave threat posed by Hitler until Berlin, and Europe, were awash in blood and terror."
16,The Guns of August,4.16,Barbara W. Tuchman,"69,735","2,979","1,652","Selected by the Modern Library as one of the 100 best nonfiction books of all time

The Proud Tower, the Pulitzer Prize–winning The Guns of August, and The Zimmerman Telegram comprise Barbara W. Tuchman’s classic histories of the First World War era

In this landmark, Pulitzer Prize–winning account, renowned historian Barbara W. Tuchman re-creates the first month of World War I: thirty days in the summer of 1914 that determined the course of the conflict, the century, and ultimately our present world. Beginning with the funeral of Edward VII, Tuchman traces each step that led to the inevitable clash. And inevitable it was, with all sides plotting their war for a generation. Dizzyingly comprehensive and spectacularly portrayed with her famous talent for evoking the characters of the war’s key players, Tuchman’s magnum opus is a classic for the ages.

Praise for The Guns of August

“A brilliant piece of military history which proves up to the hilt the force of Winston Churchill’s statement that the first month of World War I was ‘a drama never surpassed.’”—Newsweek

“More dramatic than fiction . . . a magnificent narrative—beautifully organized, elegantly phrased, skillfully paced and sustained.”—Chicago Tribune

“A fine demonstration that with sufficient art rather specialized history can be raised to the level of literature.”—The New York Times

“[The Guns of August] has a vitality that transcends its narrative virtues, which are considerable, and its feel for characterizations, which is excellent.”—The Wall Street Journal"
17,Alexander Hamilton,4.20,Ron Chernow,"163,877","9,490","4,709","An alternate cover edition can be found here.

Pulitzer Prize-winning author Ron Chernow presents a landmark biography of Alexander Hamilton, the Founding Father who galvanized, inspired, scandalized, and shaped the newborn nation.

In the first full-length biography of Alexander Hamilton in decades, Ron Chernow tells the riveting story of a man who overcame all odds to shape, inspire, and scandalize the newborn America. According to historian Joseph Ellis, Alexander Hamilton is “a robust full-length portrait, in my view the best ever written, of the most brilliant, charismatic and dangerous founder of them all.”

Few figures in American history have been more hotly debated or more grossly misunderstood than Alexander Hamilton. Chernow’s biography gives Hamilton his due and sets the record straight, deftly illustrating that the political and economic greatness of today’s America is the result of Hamilton’s countless sacrifices to champion ideas that were often wildly disputed during his time. “To repudiate his legacy,” Chernow writes, “is, in many ways, to repudiate the modern world.” Chernow here recounts Hamilton’s turbulent life: an illegitimate, largely self-taught orphan from the Caribbean, he came out of nowhere to take America by storm, rising to become George Washington’s aide-de-camp in the Continental Army, coauthoring The Federalist Papers, founding the Bank of New York, leading the Federalist Party, and becoming the first Treasury Secretary of the United States.Historians have long told the story of America’s birth as the triumph of Jefferson’s democratic ideals over the aristocratic intentions of Hamilton. Chernow presents an entirely different man, whose legendary ambitions were motivated not merely by self-interest but by passionate patriotism and a stubborn will to build the foundations of American prosperity and power. His is a Hamilton far more human than we’ve encountered before—from his shame about his birth to his fiery aspirations, from his intimate relationships with childhood friends to his titanic feuds with Jefferson, Madison, Adams, Monroe, and Burr, and from his highly public affair with Maria Reynolds to his loving marriage to his loyal wife Eliza. And never before has there been a more vivid account of Hamilton’s famous and mysterious death in a duel with Aaron Burr in July of 1804.

Chernow’s biography is not just a portrait of Hamilton, but the story of America’s birth seen through its most central figure. At a critical time to look back to our roots, Alexander Hamilton will remind readers of the purpose of our institutions and our heritage as Americans."
18,Genghis Khan and the Making of the Modern World,4.02,Jack Weatherford,"66,356","3,405",512,"The name Genghis Khan often conjures the image of a relentless, bloodthirsty barbarian on horseback leading a ruthless band of nomadic warriors in the looting of the civilized world. But the surprising truth is that Genghis Khan was a visionary leader whose conquests joined backward Europe with the flourishing cultures of Asia to trigger a global awakening, an unprecedented explosion of technologies, trade, and ideas. In Genghis Khan and the Making of the Modern World, Jack Weatherford, the only Western scholar ever to be allowed into the Mongols’ “Great Taboo”—Genghis Khan’s homeland and forbidden burial site—tracks the astonishing story of Genghis Khan and his descendants, and their conquest and transformation of the world.

Fighting his way to power on the remote steppes of Mongolia, Genghis Khan developed revolutionary military strategies and weaponry that emphasized rapid attack and siege warfare, which he then brilliantly used to overwhelm opposing armies in Asia, break the back of the Islamic world, and render the armored knights of Europe obsolete. Under Genghis Khan, the Mongol army never numbered more than 100,000 warriors, yet it subjugated more lands and people in twenty-five years than the Romans conquered in four hundred. With an empire that stretched from Siberia to India, from Vietnam to Hungary, and from Korea to the Balkans, the Mongols dramatically redrew the map of the globe, connecting disparate kingdoms into a new world order.

But contrary to popular wisdom, Weatherford reveals that the Mongols were not just masters of conquest, but possessed a genius for progressive and benevolent rule. On every level and from any perspective, the scale and scope
of Genghis Khan’s accomplishments challenge the limits of imagination. Genghis Khan was an innovative leader, the first ruler in many conquered countries to put the power of law above his own power, encourage religious freedom, create public schools, grant diplomatic immunity, abolish torture, and institute free trade. The trade routes he created became lucrative pathways for commerce, but also for ideas, technologies, and expertise that transformed the way people lived. The Mongols introduced the first international paper currency and postal system and developed and spread revolutionary technologies like printing, the cannon, compass, and abacus. They took local foods and products like lemons, carrots, noodles, tea, rugs, playing cards, and pants and turned them into staples of life around the world. The Mongols were the architects of a new way of life at a pivotal time in history.

In Genghis Khan and the Making of the Modern World, Jack Weatherford resurrects the true history of Genghis Khan, from the story of his relentless rise through Mongol tribal culture to the waging of his devastatingly successful wars and the explosion of civilization that the Mongol Empire unleashed. This dazzling work of revisionist history doesn’t just paint an unprecedented portrait of a great leader and his legacy, but challenges us to reconsider how the modern world was made.


From the Hardcover edition."
19,Dead Wake: The Last Crossing of the Lusitania,4.09,Erik Larson,"130,260","12,500",64.2k,"From the #1 New York Times bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the Lusitania

On May 1, 1915, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were anxious. Germany had declared the seas around Britain to be a war zone, and for months, its U-boats had brought terror to the North Atlantic. But the Lusitania was one of the era's great transatlantic ""Greyhounds"" and her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack. He knew, moreover, that his ship - the fastest then in service - could outrun any threat.

Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwieger's U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly small - hubris, a chance fog, a closely guarded secret, and more--all converged to produce one of the great disasters of history.

It is a story that many of us think we know but don't, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour, mystery, and real-life suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope Riddle to President Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love. Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster that helped place America on the road to war."
20,The Warmth of Other Suns: the Epic Story of America's Great Migration,4.44,Isabel Wilkerson,"88,615","10,765","6,365","In this epic, beautifully written masterwork, Pulitzer Prize–winning author Isabel Wilkerson chronicles one of the great untold stories of American history: the decades-long migration of black citizens who fled the South for northern and western cities, in search of a better life. 

From 1915 to 1970, this exodus of almost six million people changed the face of America. Wilkerson compares this epic migration to the migrations of other peoples in history. She interviewed more than a thousand people, and gained access to new data and official records, to write this definitive and vividly dramatic account of how these American journeys unfolded, altering our cities, our country, and ourselves.

With stunning historical detail, Wilkerson tells this story through the lives of three unique individuals: Ida Mae Gladney, who in 1937 left sharecropping and prejudice in Mississippi for Chicago, where she achieved quiet blue-collar success and, in old age, voted for Barack Obama when he ran for an Illinois Senate seat; sharp and quick-tempered George Starling, who in 1945 fled Florida for Harlem, where he endangered his job fighting for civil rights, saw his family fall, and finally found peace in God; and Robert Foster, who left Louisiana in 1953 to pursue a medical career, the personal physician to Ray Charles as part of a glitteringly successful medical career, which allowed him to purchase a grand home where he often threw exuberant parties.

Wilkerson brilliantly captures their first treacherous and exhausting cross-country trips by car and train and their new lives in colonies that grew into ghettos, as well as how they changed these cities with southern food, faith, and culture and improved them with discipline, drive, and hard work. Both a riveting microcosm and a major assessment, The Warmth of Other Suns is a bold, remarkable, and riveting work, a superb account of an “unrecognized immigration” within our own land. Through the breadth of its narrative, the beauty of the writing, the depth of its research, and the fullness of the people and lives portrayed herein, this book is destined to become a classic."
21,The Immortal Life of Henrietta Lacks,4.09,Rebecca Skloot,"670,745","37,900","4,110","Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her enslaved ancestors, yet her cells—taken without her knowledge—became one of the most important tools in medicine. The first “immortal” human cells grown in culture, they are still alive today, though she has been dead for more than sixty years. If you could pile all HeLa cells ever grown onto a scale, they’d weigh more than 50 million metric tons—as much as a hundred Empire State Buildings. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions.
Yet Henrietta Lacks remains virtually unknown, buried in an unmarked grave.
Now Rebecca Skloot takes us on an extraordinary journey, from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers full of HeLa cells; from Henrietta’s small, dying hometown of Clover, Virginia — a land of wooden quarters for enslaved people, faith healings, and voodoo — to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells.
Henrietta’s family did not learn of her “immortality” until more than twenty years after her death, when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials, her family never saw any of the profits. As Rebecca Skloot so brilliantly shows, the story of the Lacks family — past and present — is inextricably connected to the history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we are made of.
Over the decade it took to uncover this story, Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah, who was devastated to learn about her mother’s cells. She was consumed with questions: Had scientists cloned her mother? Did it hurt her when researchers infected her cells with viruses and shot them into space? What happened to her sister, Elsie, who died in a mental institution at the age of fifteen? And if her mother was so important to medicine, why couldn’t her children afford health insurance?
Intimate in feeling, astonishing in scope, and impossible to put down, The Immortal Life of Henrietta Lacks captures the beauty and drama of scientific discovery, as well as its human consequences."
22,A Distant Mirror: The Calamitous 14th Century,4.03,Barbara W. Tuchman,"38,948","1,707","1,652","The 14th century gives us back two contradictory images: a glittering time of crusades and castles, cathedrals and chivalry, and a dark time of ferocity and spiritual agony, a world plunged into a chaos of war, fear and the Plague. Barbara Tuchman anatomizes the century, revealing both the great rhythms of history and the grain and texture of domestic life as it was lived."
23,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,3.96,James W. Loewen,"65,500","3,447",699,"Unabridged, 9 audiocassettes, 14 hours 45 minutes
_______________
This national best-seller is an entertaining, informative, and sometimes shocking expose of the way history is taught to American students. Lies My Teacher Told Me won the American Book Award and the Oliver Cromwell Cox Award for Distinguished Anti-Racist Scholarship.

James W. Loewen, a sociology professor and distinguished critic of history education, puts 12 popular textbooks under the microscope-and what he discovers will surprise you. In his opinion, every one of these texts fails to make its subject interesting or memorable. Worse still is the proliferation of blind patriotism, mindless optimism and misinformation filling the pages.

From the truth about Christopher Columbus to the harsh reality of the Vietnam War, Loewen picks apart the lies we've been told. This audiobook, narrated by Brian Keeler (The Hurricane, ""All My Children"") will forever change your view of the past."
24,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,4.09,David Grann,"176,607","18,978","2,066","In the 1920s, the richest people per capita in the world were members of the Osage Indian Nation in Oklahoma. After oil was discovered beneath their land, the Osage rode in chauffeured automobiles, built mansions, and sent their children to study in Europe.
Then, one by one, they began to be killed off. One Osage woman, Mollie Burkhart, watched as her family was murdered. Her older sister was shot. Her mother was then slowly poisoned. And it was just the beginning, as more Osage began to die under mysterious circumstances.
In this last remnant of the Wild West—where oilmen like J. P. Getty made their fortunes and where desperadoes such as Al Spencer, “the Phantom Terror,” roamed – virtually anyone who dared to investigate the killings were themselves murdered. As the death toll surpassed more than twenty-four Osage, the newly created F.B.I. took up the case, in what became one of the organization’s first major homicide investigations. But the bureau was then notoriously corrupt and initially bungled the case. Eventually the young director, J. Edgar Hoover, turned to a former Texas Ranger named Tom White to try to unravel the mystery. White put together an undercover team, including one of the only Native American agents in the bureau. They infiltrated the region, struggling to adopt the latest modern techniques of detection. Together with the Osage they began to expose one of the most sinister conspiracies in American history.
A true-life murder mystery about one of the most monstrous crimes in American history."
