,title,rating,name,num_ratings,num_reviews,num_followers,synopsis
15,The Road to Little Dribbling: Adventures of an American in Britain,3.71,Bill Bryson,"34,206","4,550",18.3k,"The hilarious and loving sequel to a hilarious and loving classic of travel writing: Notes from a Small Island, Bill Bryson’s valentine to his adopted country of England

In 1995 Bill Bryson got into his car and took a weeks-long farewell motoring trip about England before moving his family back to the United States. The book about that trip, Notes from a Small Island, is uproarious and endlessly endearing, one of the most acute and affectionate portrayals of England in all its glorious eccentricity ever written. Two decades later, he set out again to rediscover that country, and the result is The Road to Little Dribbling. Nothing is funnier than Bill Bryson on the road—prepare for the total joy and multiple episodes of unseemly laughter."
16,"1,000 Places to See Before You Die",3.87,Patricia Schultz,"40,759",554,76,"Around the World, continent by continent, here is the best the world has to offer: 1,000 places guaranteed to give travelers the shivers. Sacred ruins, grand hotels, wildlife preserves, hilltop villages, snack shacks, castles, festivals, reefs, restaurants, cathedrals, hidden islands, opera houses, museums, and more. Each entry tells exactly why it's essential to visit. Then come the nuts and bolts: addresses, websites, phone and fax numbers, best times to visit. Stop dreaming and get going.

This hefty volume reminds vacationers that hot tourist spots are small percentage of what's worth seeing out there. A quick sampling: Venice's Cipriani Hotel; California's Monterey Peninsula; the Lewis and Clark Trail in Oregon; the Great Wall of China; Robert Louis Stevenson's home in Western Samoa; and the Alhambra in Andalusia, Spain. Veteran travel guide writer Schultz divides the book geographically, presenting a little less than a page on each location. Each entry lists exactly where to find the spot (e.g. Moorea is located ""12 miles/19 km northwest of Tahiti; 10 minutes by air, 1 hour by boat"") and when to go (e.g., if you want to check out The Complete Fly Fisher hotel in Montana, ""May and Sept.-Oct. offer productive angling in a solitary setting""). This is an excellent resource for the intrepid traveler.
Copyright 2003 Reed Business Information, Inc."
17,The Art of Travel,3.82,Alain de Botton,"22,338","1,544",12.7k,"Any Baedeker will tell us where we ought to travel, but only Alain de Botton will tell us how and why. With the same intelligence and insouciant charm he brought to How Proust Can Save Your Life, de Botton considers the pleasures of anticipation; the allure of the exotic, and the value of noticing everything from a seascape in Barbados to the takeoffs at Heathrow.

Even as de Botton takes the reader along on his own peregrinations, he also cites such distinguished fellow-travelers as Baudelaire, Wordsworth, Van Gogh, the biologist Alexander von Humboldt, and the 18th-century eccentric Xavier de Maistre, who catalogued the wonders of his bedroom. The Art of Travel is a wise and utterly original book. Don’t leave home without it."
18,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,3.83,Eric Weiner,"35,459","3,794",607,"Weiner spent a decade as a foreign correspondent reporting from such discontented locales as Iraq, Afghanistan, and Indonesia. Unhappy people living in profoundly unstable states, he notes, inspire pathos and make for good copy, but not for good karma. So Weiner, admitted grump and self-help book aficionado, undertook a year's research to travel the globe, looking for the ""unheralded happy places."" The result is this book, equal parts laugh-out-loud funny and philosophical, a journey into both the definition of and the destination for true contentment.

Apparently, the happiest places on earth include, somewhat unexpectedly, Iceland, Bhutan, and India. Weiner also visits the country deemed most malcontent, Moldova, and finds real merit in the claim.

But the question remains: What makes people happy? Is it the freedom of the West or the myriad restrictions of Singapore? The simple ashrams of India or the glittering shopping malls of Qatar?
From the youthful drunkenness of Iceland to the despond of Slough, a sad but resilient town in Heathrow's flight path, Weiner offers wry yet profound observations about the way people relate to circumstance and fate.

Both revealing and inspirational, perhaps the best thing about this hilarious trip across four continents is that for the reader, the ""geography of bliss"" is wherever they happen to find themselves while reading it."
19,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.21,Jon Krakauer,"454,633","16,108",12.8k,"When Jon Krakauer reached the summit of Mt. Everest in the early afternoon of May 10, 1996, he hadn't slept in fifty-seven hours and was reeling from the brain-altering effects of oxygen depletion. As he turned to begin his long, dangerous descent from 29,028 feet, twenty other climbers were still pushing doggedly toward the top. No one had noticed that the sky had begun to fill with clouds. Six hours later and 3,000 feet lower, in 70-knot winds and blinding snow, Krakauer collapsed in his tent, freezing, hallucinating from exhaustion and hypoxia, but safe. The following morning, he learned that six of his fellow climbers hadn't made it back to their camp and were desperately struggling for their lives. When the storm finally passed, five of them would be dead, and the sixth so horribly frostbitten that his right hand would have to be amputated.

Into Thin Air is the definitive account of the deadliest season in the history of Everest by the acclaimed journalist and author of the bestseller Into the Wild. On assignment for Outside Magazine to report on the growing commercialization of the mountain, Krakauer, an accomplished climber, went to the Himalayas as a client of Rob Hall, the most respected high-altitude guide in the world. A rangy, thirty-five-year-old New Zealander, Hall had summited Everest four times between 1990 and 1995 and had led thirty-nine climbers to the top. Ascending the mountain in close proximity to Hall's team was a guided expedition led by Scott Fischer, a forty-year-old American with legendary strength and drive who had climbed the peak without supplemental oxygen in 1994. But neither Hall nor Fischer survived the rogue storm that struck in May 1996.

Krakauer examines what it is about Everest that has compelled so many people -- including himself -- to throw caution to the wind, ignore the concerns of loved ones, and willingly subject themselves to such risk, hardship, and expense. Written with emotional clarity and supported by his unimpeachable reporting, Krakauer's eyewitness account of what happened on the roof of the world is a singular achievement."
20,In Patagonia,3.70,Bruce Chatwin,"15,164",999,531,"An exhilarating look at a place that still retains the exotic mystery of a far-off, unseen land, Bruce Chatwin’s exquisite account of his journey through Patagonia teems with evocative descriptions, remarkable bits of history, and unforgettable anecdotes. Fueled by an unmistakable lust for life and adventure and a singular gift for storytelling, Chatwin treks through “the uttermost part of the earth”— that stretch of land at the southern tip of South America, where bandits were once made welcome—in search of almost forgotten legends, the descendants of Welsh immigrants, and the log cabin built by Butch Cassidy. An instant classic upon its publication in 1977, In Patagonia is a masterpiece that has cast a long shadow upon the literary world."
21,Blue Highways,4.03,William Least Heat-Moon,"22,867","1,318",335,"Hailed as a masterpiece of American travel writing, Blue Highways is an unforgettable journey along our nation's backroads.
William Least Heat-Moon set out with little more than the need to put home behind him and a sense of curiosity about ""those little towns that get on the map-if they get on at all-only because some cartographer has a blank space to fill: Remote, Oregon; Simplicity, Virginia; New Freedom, Pennsylvania; New Hope, Tennessee; Why, Arizona; Whynot, Mississippi.""
His adventures, his discoveries, and his recollections of the extraordinary people he encountered along the way amount to a revelation of the true American experience."
22,Dark Star Safari: Overland from Cairo to Cape Town,3.98,Paul Theroux,"14,136",949,"2,095","In Dark Star Safari the wittily observant and endearingly irascible Paul Theroux takes readers the length of Africa by rattletrap bus, dugout canoe, cattle truck, armed convoy, ferry, and train. In the course of his epic and enlightening journey, he endures danger, delay, and dismaying circumstances.

Gauging the state of affairs, he talks to Africans, aid workers, missionaries, and tourists. What results is an insightful mediation on the history, politics, and beauty of Africa and its people.

In a new postscript, Theroux recounts the dramatic events of a return to Africa to visit Zimbabwe."
23,A Time of Gifts,4.05,Patrick Leigh Fermor,"7,529",879,435,"In 1933, at the age of 18, Patrick Leigh Fermor set out on an extraordinary journey by foot - from the Hook of Holland to Constantinople. A Time of Gifts is the first volume in a trilogy recounting the trip, and takes the reader with him as far as Hungary. It is a book of compelling glimpses - not only of the events which were curdling Europe at that time, but also of its resplendent domes and monasteries, its great rivers, the sun on the Bavarian snow, the storks and frogs, the hospitable burgomasters who welcomed him, and that world's grandeurs and courtesies. His powers of recollection have astonishing sweep and verve, and the scope is majestic. First published to enormous acclaim, it confirmed Fermor's reputation as the greatest living travel writer, and has, together with its sequel Between the Woods and the Water (the third volume is famously yet to be published), been a perennial seller for 25 years."
24,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,3.87,J. Maarten Troost,"24,051","2,399",686,"At the age of twenty-six, Maarten Troost who had been pushing the snooze button on the alarm clock of life by racking up useless graduate degrees and muddling through a series of temp jobs decided to pack up his flip-flops and move to Tarawa, a remote South Pacific island in the Republic of Kiribati. He was restless and lacked direction, and the idea of dropping everything and moving to the ends of the Earth was irresistibly romantic. He should have known better. The Sex Lives of Cannibals tells the hilarious story of what happens when Troost discovers that Tarawa is not the island paradise he dreamed of.

Falling into one amusing misadventure after another, Troost struggles through relentless, stifling heat, a variety of deadly bacteria, polluted seas, toxic fish, and worst of all, no television or coffee. And that's just the first day. Sunburned, emaciated, and stinging with sea lice, Troost spends the next two years battling incompetent government officials, alarmingly large critters, erratic electricity, and a paucity of food options. He contends with a cast of bizarre local characters, including ""Half-Dead Fred"" and the self-proclaimed Poet Laureate of Tarawa (a British drunkard who's never written a poem in his life), and eventually settles into the ebb and flow of island life, just before his return to the culture shock of civilization.

With the rollicking wit of Bill Bryson, the brilliant travel exposition of Paul Theroux, and a hipster edge that is entirely Troost's own, The Sex Lives of Cannibals is the ultimate vicarious adventure. Readers may never long to set foot on Tarawa, but they'll want to travel with Troost time and time again."
25,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,3.85,Mark Adams,"17,359","1,813",42,"What happens when an adventure travel expert-who's never actually done anything adventurous-tries to re-create the original expedition to Machu Picchu?

July 24, 1911, was a day for the history books. For on that rainy morning, the young Yale professor Hiram Bingham III climbed into the Andes Mountains of Peru and encountered an ancient city in the clouds: the now famous citadel of Machu Picchu. Nearly a century later, news reports have recast the hero explorer as a villain who smuggled out priceless artifacts and stole credit for finding one of the world's greatest archaeological sites.

Mark Adams has spent his career editing adventure and travel magazines, so his plan to investigate the allegations against Bingham by retracing the explorer's perilous path to Machu Picchu isn't completely far- fetched, even if it does require him to sleep in a tent for the first time. With a crusty, antisocial Australian survivalist and several Quechua-speaking, coca-chewing mule tenders as his guides, Adams takes readers through some of the most gorgeous and historic landscapes in Peru, from the ancient Inca capital of Cusco to the enigmatic ruins of Vitcos and Vilcabamba.

Along the way he finds a still-undiscovered country populated with brilliant and eccentric characters, as well as an answer to the question that has nagged scientists since Hiram Bingham's time: Just what was Machu Picchu?"
26,Without Reservations: The Travels of an Independent Woman,3.81,Alice Steinbach,"10,721",955,126,"""In many ways, I was an independent woman,"" writes Pulitzer Prize–winning journalist Alice Steinbach. “For years I’d made my own choices, paid my own bills, shoveled my own snow.” But somehow she had become dependent in quite another way. “I had fallen into the habit of defining myself in terms of who I was to other people and what they expected of me.” But who was she away from the people and things that defined her? In this exquisite book, Steinbach searches for the answer to this question in some of the most beautiful and exciting places in the world: Paris, where she finds a soul mate; Oxford, where she takes a course on the English village; and Milan, where she befriends a young woman about to be married.

Beautifully illustrated with postcards from Steinbach’s journeys, this revealing and witty book transports you into a fascinating inner and outer journey, an unforgettable voyage of discovery."
27,Tales of a Female Nomad: Living at Large in the World,3.83,Rita Golden Gelman,"16,482","1,423",116,"“I move throughout the world without a plan, guided by instinct, connecting through trust, and constantly watching for serendipitous opportunities.” —From the Preface

Tales of a Female Nomad is the story of Rita Golden Gelman, an ordinary woman who is living an extraordinary existence. At the age of forty-eight, on the verge of a divorce, Rita left an elegant life in L.A. to follow her dream of connecting with people in cultures all over the world. In 1986 she sold her possessions and became a nomad, living in a Zapotec village in Mexico, sleeping with sea lions on the Galapagos Islands, and residing everywhere from thatched huts to regal palaces. She has observed orangutans in the rain forest of Borneo, visited trance healers and dens of black magic, and cooked with women on fires all over the world. Rita’s example encourages us all to dust off our dreams and rediscover the joy, the exuberance, and the hidden spirit that so many of us bury when we become adults."
28,Round Ireland with a Fridge,3.81,Tony Hawks,"18,511","1,109",195,"Have you ever made a drunken bet? Worse still, have you ever tried to win one? In attempting to hitchhike round Ireland with a fridge, Tony Hawks did both, and his foolhardiness led him to one of the best experiences of his life. Joined by his trusty traveling companion-cum-domestic appliance, he made his way from Dublin to Donegal, from Sligo through Mayo, Galway, Clare, Kerry, Cork, Wexford, Wicklow--and back again to Dublin. In their month of madness, Tony and his fridge met a real prince, a bogus king, and the fridge got christened. They surfed together, entered a bachelor festival, and one of them had sex without the other knowing. And unexpectedly, the fridge itself became a momentary focus for the people of Ireland.

An international bestseller, Round Ireland with a Fridge is a classic travel adventure in the tradition of Bill Bryson with a dash of Dave Barry."
29,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,3.86,David Grann,"83,823","6,646","2,066","A grand mystery reaching back centuries. A sensational disappearance that made headlines around the world. A quest for truth that leads to death, madness or disappearance for those who seek to solve it. The Lost City of Z is a blockbuster adventure narrative about what lies beneath the impenetrable jungle canopy of the Amazon.

After stumbling upon a hidden trove of diaries, New Yorker writer David Grann set out to solve ""the greatest exploration mystery of the 20th century"": What happened to the British explorer Percy Fawcett & his quest for the Lost City of Z?

In 1925, Fawcett ventured into the Amazon to find an ancient civilization, hoping to make one of the most important discoveries in history. For centuries Europeans believed the world's largest jungle concealed the glittering kingdom of El Dorado. Thousands had died looking for it, leaving many scientists convinced that the Amazon was truly inimical to humans. But Fawcett, whose daring expeditions inspired Conan Doyle's The Lost World, had spent years building his scientific case. Captivating the imagination of millions round the globe, Fawcett embarked with his 21-year-old son, determined to prove that this ancient civilisation--which he dubbed Z--existed. Then his expedition vanished. Fawcett's fate, & the tantalizing clues he left behind about Z, became an obsession for hundreds who followed him into the uncharted wilderness.

For decades scientists & adventurers have searched for evidence of Fawcett's party & the lost City of Z. Countless have perished, been captured by tribes or gone mad. As Grann delved ever deeper into the mystery surrounding Fawcett's quest, & the greater mystery of what lies within the Amazon, he found himself, like the generations who preceded him, being irresistibly drawn into the jungle's green hell. His quest for the truth & discoveries about Fawcett's fate & Z form the heart of this complexly enthralling narrative."
30,Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,4.26,Joshua Foer,"6,439",609,920,"Inspiring equal parts wonder and wanderlust, Atlas Obscura celebrates over 600 of the strangest and most curious places in the world.

Here are natural wonders—the dazzling glowworm caves in New Zealand, or a baobob tree in South Africa that’s so large it has a pub inside where 15 people can drink comfortably. Architectural marvels, including the M.C. Escher-like stepwells in India. Mind-boggling events, like the Baby Jumping Festival in Spain, where men dressed as devils literally vault over rows of squirming infants. Not to mention the Great Stalacpipe Organ in Virginia, Turkmenistan’s 45-year hole of fire called the Door of Hell, coffins hanging off a side of a cliff in the Philippines, eccentric bone museums in Italy, or a weather-forecasting invention that was powered by leeches, still on display in Devon, England.

revels in the weird, the unexpected, the overlooked, the hidden, and the mysterious. Every page expands our sense of how strange and marvelous the world really is. And with its compelling descriptions, hundreds of photographs, surprising charts, maps for every region of the world, it is a book you can open anywhere.
More book description"
31,The Old Patagonian Express: By Train Through the Americas,3.95,Paul Theroux,"9,869",428,"2,095","A witty sharply observed journey down the length of North and South America.

Beginning his journey in Boston, where he boarded the subway commuter train, and catching trains of all kinds on the way, Paul Theroux tells of his voyage from ice-bound Massachusetts and Illinois to the arid plateau of Argentina's most southerly tip. Sweating and shivering by turns as the temperature and altitude shoot up and down, thrown in with the appalling Mr Thornberry in Limón and reading nightly to the blind writer, Borges, in Buenos Aires, Theroux vividly evokes the contrasts of a journey 'to the end of the line'."
32,Seven Years in Tibet,4.08,Heinrich Harrer,"22,448","1,244",124,"Recounts how the author, an Austrian, escaped from an English internment camp in India in 1943 and spent the next seven years in Tibet, observing its social practices, religion, politics, and people."
33,The Snow Leopard,4.06,Peter Matthiessen,"16,698","1,264",727,"Enjoy this special edition hardback of one of the greatest pieces of travel and nature writing ever written. Go with Peter Matthiessen all the way to Dolpo, a Tibetan plateau in the high Himalayas.

This is the account of a journey to the dazzling Tibetan plateau of Dolpo in the high Himalayas. In 1973 Matthiessen made the 250-mile trek to Dolpo, as part of an expedition to study wild blue sheep. It was an arduous, sometimes dangerous, physical endeavour: exertion, blisters, blizzards, endless negotiations with sherpas, quaking cold. But it was also a 'journey of the heart' - among the beauty and indifference of the mountains Matthiessen was searching for solace. He was also searching for a glimpse of a snow leopard, a creature so rarely spotted as to be almost mythical.

WITH AN INTRODUCTION BY RICHARD MABEY

'A beautiful book, and worthy of the mountains he is among' Paul Theroux


'A delight' i Paper"
34,The Travel Book: A Journey Through Every Country in the World,4.28,Roz Hopkins,"6,504",181,22,"This book is the definitive pictorial dedicated to travel and the world, capturing every country on the planet with photographs and atmospheric text. Inspirational, inviting, and beautiful, it combines stunning images with entertaining and informative text that captures the essence of being there."
35,The Places in Between,3.93,Rory Stewart,"15,649","1,597",226,"In January 2002 Rory Stewart walked across Afghanistan-surviving by his wits, his knowledge of Persian dialects and Muslim customs, and the kindness of strangers. By day he passed through mountains covered in nine feet of snow, hamlets burned and emptied by the Taliban, and communities thriving amid the remains of medieval civilizations. By night he slept on villagers' floors, shared their meals, and listened to their stories of the recent and ancient past. Along the way Stewart met heroes and rogues, tribal elders and teenage soldiers, Taliban commanders and foreign-aid workers. He was also adopted by an unexpected companion-a retired fighting mastiff he named Babur in honor of Afghanistan's first Mughal emperor, in whose footsteps the pair was following. Through these encounters--by turns touching, confounding, surprising, and funny--Stewart makes tangible the forces of tradition, ideology, and allegiance that shape life in the map's countless places in between."
36,A Cook's Tour: Global Adventures in Extreme Cuisines,4.06,Anthony Bourdain,"25,651","1,353","4,256","From the star of No Reservations, Anthony Bourdain's New York Times-bestselling chronicle of travelling the world in search the globe's greatest cuilnary adventures

The only thing ""gonzo gastronome"" and internationally bestselling author Anthony Bourdain loves as much as cooking is traveling. Inspired by the question, ""What would be the perfect meal?,"" Tony sets out on a quest for his culinary holy grail, and in the process turns the notion of ""perfection"" inside out. From California to Cambodia, A Cooks' Tour chronicles the unpredictable adventures of America's boldest and bravest chef.

Fans of Bourdain will find much to love in revisting this classic culinary and travel memoir."
